Class ID,Preferred Label,Synonyms,Definitions
RID24240,lateral cutaneous branch of medial branch of posterior ramus of sixth thoracic nerve,,
RID24241,lateral cutaneous branch of medial branch of posterior ramus of right sixth thoracic nerve,,
RID24242,lateral cutaneous branch of medial branch of posterior ramus of left sixth thoracic nerve,,
RID24243,lateral cutaneous branch of medial branch of posterior ramus of seventh thoracic nerve,,
RID24244,lateral cutaneous branch of medial branch of posterior ramus of right seventh thoracic nerve,,
RID24245,lateral cutaneous branch of medial branch of posterior ramus of left seventh thoracic nerve,,
RID24246,lateral cutaneous branch of medial branch of posterior ramus of eighth thoracic nerve,,
RID24247,lateral cutaneous branch of medial branch of posterior ramus of right eighth thoracic nerve,,
RID24248,lateral cutaneous branch of medial branch of posterior ramus of left eighth thoracic nerve,,
RID24249,lateral cutaneous branch of medial branch of posterior ramus of ninth thoracic nerve,,
RID24250,lateral cutaneous branch of medial branch of posterior ramus of right ninth thoracic nerve,,
RID24251,lateral cutaneous branch of medial branch of posterior ramus of left ninth thoracic nerve,,
RID24252,lateral cutaneous branch of medial branch of posterior ramus of tenth thoracic nerve,,
RID24253,lateral cutaneous branch of medial branch of posterior ramus of right tenth thoracic nerve,,
RID24254,lateral cutaneous branch of medial branch of posterior ramus of left tenth thoracic nerve,,
RID24255,lateral cutaneous branch of medial branch of posterior ramus of eleventh thoracic nerve,,
RID24256,lateral cutaneous branch of medial branch of posterior ramus of right eleventh thoracic nerve,,
RID24257,lateral cutaneous branch of medial branch of posterior ramus of left eleventh thoracic nerve,,
RID24258,lateral cutaneous branch of medial branch of posterior ramus of twelfth thoracic nerve,,
RID24259,lateral cutaneous branch of medial branch of posterior ramus of right twelfth thoracic nerve,,
RID24260,lateral cutaneous branch of medial branch of posterior ramus of left twelfth thoracic nerve,,
RID24261,muscular branch of medial branch of posterior ramus of spinal nerve,,
RID24262,muscular branch of medial branch of posterior ramus of cervical nerve,,
RID24263,muscular branch of greater occipital nerve,,
RID24264,c2 branch to multifidus,,
RID24265,c2 branch to right multifidus,,
RID24266,c2 branch to left multifidus,,
RID24267,c2 branch to semispinalis cervicis,,
RID24268,c2 branch to right semispinalis cervicis,,
RID24269,c2 branch to left semispinalis cervicis,,
RID24270,medial C2 branch to semispinalis capitis,,
RID24271,medial C2 branch to right semispinalis capitis,,
RID24272,medial C2 branch to left semispinalis capitis,,
RID24273,muscular branch of medial branch of posterior ramus of third cervical nerve,,
RID24274,c3 branch to multifidus,,
RID24275,c3 branch to right multifidus,,
RID24276,c3 branch to left multifidus,,
RID24277,c3 branch to semispinalis cervicis,,
RID24278,c3 branch to right semispinalis cervicis,,
RID24279,c3 branch to left semispinalis cervicis,,
RID24280,c3 branch to semispinalis capitis,,
RID24281,c3 branch to right semispinalis capitis,,
RID24282,c3 branch to left semispinalis capitis,,
RID24283,muscular branch of medial branch of posterior ramus of fourth cervical nerve,,
RID24284,c4 branch to multifidus,,
RID24285,c4 branch to right multifidus,,
RID24286,c4 branch to left multifidus,,
RID24287,c4 branch to semispinalis cervicis,,
RID24288,c4 branch to right semispinalis cervicis,,
RID24289,c4 branch to left semispinalis cervicis,,
RID24290,c4 branch to semispinalis capitis,,
RID24291,c4 branch to right semispinalis capitis,,
RID24292,c4 branch to left semispinalis capitis,,
RID24293,c4 branch to spinalis capitis,,
RID24294,c4 branch to right spinalis capitis,,
RID24295,c4 branch to left spinalis capitis,,
RID24296,muscular branch of medial branch of posterior ramus of fifth cervical nerve,,
RID24297,c5 branch to multifidus,,
RID24298,c5 branch to right multifidus,,
RID24299,c5 branch to left multifidus,,
RID24300,c5 branch to semispinalis cervicis,,
RID24301,c5 branch to right semispinalis cervicis,,
RID24302,c5 branch to left semispinalis cervicis,,
RID24303,c5 branch to semispinalis capitis,,
RID24304,c5 branch to right semispinalis capitis,,
RID24305,c5 branch to left semispinalis capitis,,
RID24306,c5 branch to spinalis capitis,,
RID24307,c5 branch to right spinalis capitis,,
RID24308,c5 branch to left spinalis capitis,,
RID24309,muscular branch of medial branch of posterior ramus of sixth cervical nerve,,
RID24310,c6 branch to multifidus,,
RID24311,c6 branch to right multifidus,,
RID24312,c6 branch to left multifidus,,
RID24313,c6 branch to semispinalis cervicis,,
RID24314,c6 branch to right semispinalis cervicis,,
RID24315,c6 branch to left semispinalis cervicis,,
RID24316,c6 branch to semispinalis capitis,,
RID24317,c6 branch to right semispinalis capitis,,
RID24318,c6 branch to left semispinalis capitis,,
RID24319,c6 branch to spinalis capitis,,
RID24320,c6 branch to right spinalis capitis,,
RID24321,c6 branch to left spinalis capitis,,
RID24322,muscular branch of medial branch of posterior ramus of seventh cervical nerve,,
RID24323,c7 branch to multifidus,,
RID24324,c7 branch to right multifidus,,
RID24325,c7 branch to left multifidus,,
RID24326,c7 branch to semispinalis cervicis,,
RID24327,c7 branch to right semispinalis cervicis,,
RID24328,c7 branch to left semispinalis cervicis,,
RID24329,c7 branch to semispinalis thoracis,,
RID24330,c7 branch to right semispinalis thoracis,,
RID24331,c7 branch to left semispinalis thoracis,,
RID24332,c7 branch to semispinalis capitis,,
RID24333,c7 branch to right semispinalis capitis,,
RID24334,c7 branch to left semispinalis capitis,,
RID24335,c7 branch to spinalis capitis,,
RID24336,c7 branch to right spinalis capitis,,
RID24337,c7 branch to left spinalis capitis,,
RID24338,muscular branch of medial branch of posterior ramus of eighth cervical nerve,,
RID24339,c8 branch to multifidus,,
RID24340,c8 branch to right multifidus,,
RID24341,c8 branch to left multifidus,,
RID24342,c8 branch to semispinalis cervicis,,
RID24343,c8 branch to right semispinalis cervicis,,
RID24344,c8 branch to left semispinalis cervicis,,
RID24345,c8 branch to semispinalis thoracis,,
RID24346,c8 branch to right semispinalis thoracis,,
RID24347,c8 branch to left semispinalis thoracis,,
RID24348,c8 branch to semispinalis capitis,,
RID24349,c8 branch to right semispinalis capitis,,
RID24350,c8 branch to left semispinalis capitis,,
RID24351,c8 branch to spinalis capitis,,
RID24352,c8 branch to right spinalis capitis,,
RID24353,c8 branch to left spinalis capitis,,
RID24354,muscular branch of medial branch of posterior ramus of thoracic nerve,,
RID24355,muscular branch of medial branch of posterior ramus of first thoracic nerve,,
RID24356,t1 branch to multifidus,,
RID24357,t1 branch to right multifidus,,
RID24358,t1 branch to left multifidus,,
RID24359,t1 branch to semispinalis cervicis,,
RID24360,t1 branch to right semispinalis cervicis,,
RID24361,t1 branch to left semispinalis cervicis,,
RID24362,t1 branch to semispinalis thoracis,,
RID24363,t1 branch to right semispinalis thoracis,,
RID24364,t1 branch to left semispinalis thoracis,,
RID24365,t1 branch to semispinalis capitis,,
RID24366,t1 branch to right semispinalis capitis,,
RID24367,t1 branch to left semispinalis capitis,,
RID24368,t1 branch to spinalis capitis,,
RID24369,t1 branch to right spinalis capitis,,
RID24370,t1 branch to left spinalis capitis,,
RID24371,muscular branch of medial branch of posterior ramus of second thoracic nerve,,
RID24372,t2 branch to multifidus,,
RID24373,t2 branch to right multifidus,,
RID24374,t2 branch to left multifidus,,
RID24375,t2 branch to semispinalis cervicis,,
RID24376,t2 branch to right semispinalis cervicis,,
RID24377,t2 branch to left semispinalis cervicis,,
RID24378,t2 branch to semispinalis thoracis,,
RID24379,t2 branch to right semispinalis thoracis,,
RID24380,t2 branch to left semispinalis thoracis,,
RID24381,t2 branch to semispinalis capitis,,
RID24382,t2 branch to right semispinalis capitis,,
RID24383,t2 branch to left semispinalis capitis,,
RID24384,t2 branch to spinalis capitis,,
RID24385,t2 branch to right spinalis capitis,,
RID24386,t2 branch to left spinalis capitis,,
RID24387,muscular branch of medial branch of posterior ramus of third thoracic nerve,,
RID24388,t3 branch to multifidus,,
RID24389,t3 branch to right multifidus,,
RID24390,t3 branch to left multifidus,,
RID24391,t3 branch to semispinalis cervicis,,
RID24392,t3 branch to right semispinalis cervicis,,
RID24393,t3 branch to left semispinalis cervicis,,
RID24394,t3 branch to semispinalis thoracis,,
RID24395,t3 branch to right semispinalis thoracis,,
RID24396,t3 branch to left semispinalis thoracis,,
RID24397,t3 branch to semispinalis capitis,,
RID24398,t3 branch to right semispinalis capitis,,
RID24399,t3 branch to left semispinalis capitis,,
RID24400,t3 branch to spinalis capitis,,
RID24401,t3 branch to right spinalis capitis,,
RID24402,t3 branch to left spinalis capitis,,
RID24403,muscular branch of medial branch of posterior ramus of fourth thoracic nerve,,
RID24404,t4 branch to multifidus,,
RID24405,t4 branch to right multifidus,,
RID24406,t4 branch to left multifidus,,
RID24407,t4 branch to semispinalis cervicis,,
RID24408,t4 branch to right semispinalis cervicis,,
RID24409,t4 branch to left semispinalis cervicis,,
RID24410,t4 branch to semispinalis thoracis,,
RID24411,t4 branch to right semispinalis thoracis,,
RID24412,t4 branch to left semispinalis thoracis,,
RID24413,t4 branch to semispinalis capitis,,
RID24414,t4 branch to right semispinalis capitis,,
RID24415,t4 branch to left semispinalis capitis,,
RID24416,t4 branch to spinalis thoracis,,
RID24417,t4 branch to right spinalis thoracis,,
RID24418,t4 branch to left spinalis thoracis,,
RID24419,t4 branch to spinalis capitis,,
RID24420,t4 branch to right spinalis capitis,,
RID24421,t4 branch to left spinalis capitis,,
RID24422,muscular branch of medial branch of posterior ramus of fifth thoracic nerve,,
RID24423,t5 branch to multifidus,,
RID24424,t5 branch to right multifidus,,
RID24425,t5 branch to left multifidus,,
RID24426,t5 branch to semispinalis cervicis,,
RID24427,t5 branch to right semispinalis cervicis,,
RID24428,t5 branch to left semispinalis cervicis,,
RID24429,t5 branch to semispinalis thoracis,,
RID24430,t5 branch to right semispinalis thoracis,,
RID24431,t5 branch to left semispinalis thoracis,,
RID24432,t5 branch to semispinalis capitis,,
RID24433,t5 branch to right semispinalis capitis,,
RID24434,t5 branch to left semispinalis capitis,,
RID24435,t5 branch to spinalis thoracis,,
RID24436,t5 branch to right spinalis thoracis,,
RID24437,t5 branch to left spinalis thoracis,,
RID24438,t5 branch to spinalis capitis,,
